restaurant_key,restaurant google map url,address,raw response of the api
"Thirsty Crow USA","https://maps.google.com/?cid=9597303374072335169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","2939 Sunset Blvd, Los Angeles, CA 90026, USA","{  "places": [    {      "formattedAddress": "2939 Sunset Blvd, Los Angeles, CA 90026, USA",      "googleMapsUri": "https://maps.google.com/?cid=9597303374072335169&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Verdugo Bar USA","https://maps.google.com/?cid=3731991830589500632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3408 Verdugo Rd, Los Angeles, CA 90065, USA","{  "places": [    {      "formattedAddress": "3408 Verdugo Rd, Los Angeles, CA 90065, USA",      "googleMapsUri": "https://maps.google.com/?cid=3731991830589500632&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"33 Taps USA","https://maps.google.com/?cid=1429498327596697899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","1240 S Figueroa St, Los Angeles, CA 90015, USA","{  "places": [    {      "formattedAddress": "1240 S Figueroa St, Los Angeles, CA 90015, USA",      "googleMapsUri": "https://maps.google.com/?cid=1429498327596697899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Aikan Sushi USA","https://maps.google.com/?cid=14710805711296827176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","9034 Tampa Ave, Northridge, CA 91324, USA","{  "places": [    {      "formattedAddress": "9034 Tampa Ave, Northridge, CA 91324, USA",      "googleMapsUri": "https://maps.google.com/?cid=14710805711296827176&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Broken Compass USA","https://maps.google.com/?cid=7744127070519864208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","2013 W Burbank Blvd, Burbank, CA 91506, USA","{  "places": [    {      "formattedAddress": "2013 W Burbank Blvd, Burbank, CA 91506, USA",      "googleMapsUri": "https://maps.google.com/?cid=7744127070519864208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Finney's USA","https://maps.google.com/?cid=12577374012768123061&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","164 E Palm Ave #102, Burbank, CA 91502, USA","{  "places": [    {      "formattedAddress": "164 E Palm Ave #102, Burbank, CA 91502, USA",      "googleMapsUri": "https://maps.google.com/?cid=12577374012768123061&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"General Admission USA","https://maps.google.com/?cid=2229121280470119872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3311 Cahuenga Blvd W, Los Angeles, CA 90068, USA","{  "places": [    {      "formattedAddress": "3311 Cahuenga Blvd W, Los Angeles, CA 90068, USA",      "googleMapsUri": "https://maps.google.com/?cid=2229121280470119872&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"El Tejano USA","https://maps.google.com/?cid=1208017632291265376&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","11122 Magnolia Blvd, North Hollywood, CA 91601, USA","{  "places": [    {      "formattedAddress": "11122 Magnolia Blvd, North Hollywood, CA 91601, USA",      "googleMapsUri": "https://maps.google.com/?cid=1208017632291265376&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Idle Hour USA","https://maps.google.com/?cid=14718533400971829359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4824 Vineland Ave, North Hollywood, CA 91601, USA","{  "places": [    {      "formattedAddress": "4824 Vineland Ave, North Hollywood, CA 91601, USA",      "googleMapsUri": "https://maps.google.com/?cid=14718533400971829359&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Islands USA","https://maps.google.com/?cid=16970828455929159769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","6081 Center Dr #104, Los Angeles, CA 90045, USA","{  "places": [    {      "formattedAddress": "6081 Center Dr #104, Los Angeles, CA 90045, USA",      "googleMapsUri": "https://maps.google.com/?cid=16970828455929159769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Tiki No USA","https://maps.google.com/?cid=17091092062440598906&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4657 Lankershim Blvd, North Hollywood, CA 91602, USA","{  "places": [    {      "formattedAddress": "4657 Lankershim Blvd, North Hollywood, CA 91602, USA",      "googleMapsUri": "https://maps.google.com/?cid=17091092062440598906&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Over / Under USA","https://maps.google.com/?cid=8118545727696673862&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","310 N San Fernando Blvd, Burbank, CA 91502, USA","{  "places": [    {      "formattedAddress": "310 N San Fernando Blvd, Burbank, CA 91502, USA",      "googleMapsUri": "https://maps.google.com/?cid=8118545727696673862&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Anayas USA","https://maps.google.com/?cid=6402360662841100724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4651 W Adams Blvd, Los Angeles, CA 90016, USA","{  "places": [    {      "formattedAddress": "4651 W Adams Blvd, Los Angeles, CA 90016, USA",      "googleMapsUri": "https://maps.google.com/?cid=6402360662841100724&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Blind Donkey USA","https://maps.google.com/?cid=17981481323107226399&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","53 Union St, Pasadena, CA 91103, USA","{  "places": [    {      "formattedAddress": "53 Union St, Pasadena, CA 91103, USA",      "googleMapsUri": "https://maps.google.com/?cid=17981481323107226399&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Cervercería Del Pueblo USA","https://maps.google.com/?cid=11693529559249703090&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","141 W Bellevue Dr #100, Pasadena, CA 91105, USA","{  "places": [    {      "formattedAddress": "141 W Bellevue Dr #100, Pasadena, CA 91105, USA",      "googleMapsUri": "https://maps.google.com/?cid=11693529559249703090&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"California Pizza Kitchen USA","https://maps.google.com/?cid=14294405371277474875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","735 South Figueroa Street, 7th St Space 305, Los Angeles, CA 90017, USA","{  "places": [    {      "formattedAddress": "735 South Figueroa Street, 7th St Space 305, Los Angeles, CA 90017, USA",      "googleMapsUri": "https://maps.google.com/?cid=14294405371277474875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Craft by Smoke and Fire USA","https://maps.google.com/?cid=13478363678479127489&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","30 W Green St, Pasadena, CA 91105, USA","{  "places": [    {      "formattedAddress": "30 W Green St, Pasadena, CA 91105, USA",      "googleMapsUri": "https://maps.google.com/?cid=13478363678479127489&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Damon's USA","https://maps.google.com/?cid=6486446881158073048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","317 N Brand Blvd, Glendale, CA 91203, USA","{  "places": [    {      "formattedAddress": "317 N Brand Blvd, Glendale, CA 91203, USA",      "googleMapsUri": "https://maps.google.com/?cid=6486446881158073048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Der Wolf USA","https://maps.google.com/?cid=14152065006948794215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","519 S Spring St, Los Angeles, CA 90013, USA","{  "places": [    {      "formattedAddress": "519 S Spring St, Los Angeles, CA 90013, USA",      "googleMapsUri": "https://maps.google.com/?cid=14152065006948794215&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Edwin Mills by Equator USA","https://maps.google.com/?cid=661793131083602333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","22 Mills Pl, Pasadena, CA 91105, USA","{  "places": [    {      "formattedAddress": "22 Mills Pl, Pasadena, CA 91105, USA",      "googleMapsUri": "https://maps.google.com/?cid=661793131083602333&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"The Fable USA","https://maps.google.com/?cid=7771199744163170428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","1630 Colorado Blvd, Los Angeles, CA 90041, USA","{  "places": [    {      "formattedAddress": "1630 Colorado Blvd, Los Angeles, CA 90041, USA",      "googleMapsUri": "https://maps.google.com/?cid=7771199744163170428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Glendale Tap USA","https://maps.google.com/?cid=11993132573485047549&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","4227 San Fernando Rd, Glendale, CA 91204, USA","{  "places": [    {      "formattedAddress": "4227 San Fernando Rd, Glendale, CA 91204, USA",      "googleMapsUri": "https://maps.google.com/?cid=11993132573485047549&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Kings Row USA","https://maps.google.com/?cid=15415789068490678018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","20 E Colorado Blvd Suite 102, Pasadena, CA 91105, USA","{  "places": [    {      "formattedAddress": "20 E Colorado Blvd Suite 102, Pasadena, CA 91105, USA",      "googleMapsUri": "https://maps.google.com/?cid=15415789068490678018&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Lucky Baldwins USA","https://maps.google.com/?cid=9898180514319649858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","17 S Raymond Ave, Pasadena, CA 91105, USA","{  "places": [    {      "formattedAddress": "17 S Raymond Ave, Pasadena, CA 91105, USA",      "googleMapsUri": "https://maps.google.com/?cid=9898180514319649858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Kabuki USA","https://maps.google.com/?cid=16732564758900087628&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","6081 Center Dr #203, Los Angeles, CA 90045, USA","{  "places": [    {      "formattedAddress": "6081 Center Dr #203, Los Angeles, CA 90045, USA",      "googleMapsUri": "https://maps.google.com/?cid=16732564758900087628&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Paperback Brewing USA","https://maps.google.com/?cid=13777347840249481761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","422 Magnolia Ave, Glendale, CA 91204, USA","{  "places": [    {      "formattedAddress": "422 Magnolia Ave, Glendale, CA 91204, USA",      "googleMapsUri": "https://maps.google.com/?cid=13777347840249481761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Rocco's Tavern USA","https://maps.google.com/?cid=14212776882834514671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3843 Main St, Culver City, CA 90232, USA","{  "places": [    {      "formattedAddress": "3843 Main St, Culver City, CA 90232, USA",      "googleMapsUri": "https://maps.google.com/?cid=14212776882834514671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Taco/Social USA","https://maps.google.com/?cid=14095196171563937520&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","1627 Colorado Blvd, Los Angeles, CA 90041, USA","{  "places": [    {      "formattedAddress": "1627 Colorado Blvd, Los Angeles, CA 90041, USA",      "googleMapsUri": "https://maps.google.com/?cid=14095196171563937520&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Yard House USA","https://maps.google.com/?cid=2663269652518794639&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","800 W Olympic Blvd A-115, Los Angeles, CA 90015, USA","{  "places": [    {      "formattedAddress": "800 W Olympic Blvd A-115, Los Angeles, CA 90015, USA",      "googleMapsUri": "https://maps.google.com/?cid=2663269652518794639&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Bacari PDR USA","https://maps.google.com/?cid=8140486655596205459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","6805 S Vista Del Mar Ln, Playa Del Rey, CA 90293, USA","{  "places": [    {      "formattedAddress": "6805 S Vista Del Mar Ln, Playa Del Rey, CA 90293, USA",      "googleMapsUri": "https://maps.google.com/?cid=8140486655596205459&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Baja Sharkeez USA","https://maps.google.com/?cid=13087095718022164644&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","3600 Highland Ave, Manhattan Beach, CA 90266, USA","{  "places": [    {      "formattedAddress": "3600 Highland Ave, Manhattan Beach, CA 90266, USA",      "googleMapsUri": "https://maps.google.com/?cid=13087095718022164644&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"El Segundo Brewing Company USA","https://maps.google.com/?cid=17986701665061556232&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","140 Main St, El Segundo, CA 90245, USA","{  "places": [    {      "formattedAddress": "140 Main St, El Segundo, CA 90245, USA",      "googleMapsUri": "https://maps.google.com/?cid=17986701665061556232&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Ercole's MB USA","https://maps.google.com/?cid=17971283894283162200&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","1101 Manhattan Ave, Manhattan Beach, CA 90266, USA","{  "places": [    {      "formattedAddress": "1101 Manhattan Ave, Manhattan Beach, CA 90266, USA",      "googleMapsUri": "https://maps.google.com/?cid=17971283894283162200&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Pitcher House Upper Deck USA","https://maps.google.com/?cid=6918868326894509848&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","409 N Pacific Coast Hwy #200, Redondo Beach, CA 90277, USA","{  "places": [    {      "formattedAddress": "409 N Pacific Coast Hwy #200, Redondo Beach, CA 90277, USA",      "googleMapsUri": "https://maps.google.com/?cid=6918868326894509848&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Shellback Tavern USA","https://maps.google.com/?cid=11687651119090857324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","116 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA","{  "places": [    {      "formattedAddress": "116 Manhattan Beach Blvd, Manhattan Beach, CA 90266, USA",      "googleMapsUri": "https://maps.google.com/?cid=11687651119090857324&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
"Standard Station USA","https://maps.google.com/?cid=13897839349186580010&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","226 Standard St, El Segundo, CA 90245, USA","{  "places": [    {      "formattedAddress": "226 Standard St, El Segundo, CA 90245, USA",      "googleMapsUri": "https://maps.google.com/?cid=13897839349186580010&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA"    }  ]}"
